CR	RF	RF-CAT	SEXO	IDA-IN	IDA-SUP	IDA-MÉD	TC	NC	TO	ME	TC-NC-TO	TURNO	ANO	MAT	EVA	COM	TE
PAR	1,5	1,5	M	35	39	37	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PAR	1,5	1,5	M	50	54	52	FIC	CTUCAL	NSA	P	FIC-CTUCAL-NSA	VES	2019	1	0	1	0%
PAR	2,5	2,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	2	0	2	0%
PAR	2,5	2,5	F	20	24	22	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	1	0	100%
PAR	2,5	2,5	F	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	1	0	100%
PAR	2,5	2,5	F	40	44	42	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	1	0	100%
PAR	2,5	2,5	F	40	44	42	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PAR	2,5	2,5	F	50	54	52	FIC	CTUCAL	NSA	P	FIC-CTUCAL-NSA	VES	2019	1	1	0	100%
PAR	2,5	2,5	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	1	0	1	0%
PAR	2,5	2,5	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PAR	2,5	2,5	M	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PAR	2,5	2,5	M	25	29	27	TÉC	TI	SUB	P	TÉC-TI-SUB	VES	2019	1	0	1	0%
PAR	2,5	2,5	M	30	34	32	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
PAR	2,5	2,5	M	30	34	32	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PAR	2,5	2,5	M	35	39	37	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
PAR	2,5	2,5	M	45	49	47	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PAR	3,5	3,5	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PAR	3,5	3,5	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	2	0	2	0%
PAR	5	5	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PAR	5	5	F	20	24	22	TÉC	TI	SUB	P	TÉC-TI-SUB	VES	2019	1	0	1	0%
PAR	5	5	M	50	54	52	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PAR		ND	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	1	0	1	0%
PAR		ND	F	15	19	17	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	2	0	2	0%
PAR		ND	F	20	24	22	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	1	0	100%
PAR		ND	F	20	24	22	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	2	0	2	0%
PAR		ND	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PAR		ND	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	4	0	4	0%
PAR		ND	F	20	24	22	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	1	0	100%
PAR		ND	F	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	0	1	0%
PAR		ND	F	25	29	27	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
PAR		ND	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	2	0	2	0%
PAR		ND	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	2	0	2	0%
PAR		ND	F	30	34	32	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
PAR		ND	F	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	2	1	1	50%
PAR		ND	F	30	34	32	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	4	0	4	0%
PAR		ND	F	30	34	32	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PAR		ND	F	30	34	32	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	2	2	0	100%
PAR		ND	F	35	39	37	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	2	1	1	50%
PAR		ND	F	35	39	37	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	2	2	0	100%
PAR		ND	F	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	2	0	2	0%
PAR		ND	F	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PAR		ND	F	40	44	42	FIC	ACO	NSA	P	FIC-ACO-NSA	MAT	2019	2	0	2	0%
PAR		ND	F	40	44	42	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	1	0	100%
PAR		ND	F	40	44	42	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	3	2	1	67%
PAR		ND	F	50	54	52	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	1	0	100%
PAR		ND	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	1	1	0	100%
PAR		ND	M	20	24	22	FIC	ACO	NSA	P	FIC-ACO-NSA	MAT	2019	1	1	0	100%
PAR		ND	M	20	24	22	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
PAR		ND	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PAR		ND	M	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	1	0	100%
PAR		ND	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PAR		ND	M	25	29	27	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PAR		ND	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	2	0	2	0%
PAR		ND	M	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	2	0	2	0%
PAR		ND	M	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PAR		ND	M	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	VES	2019	1	0	1	0%
PAR		ND	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PAR		ND	M	40	44	42	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PAR		ND	M	40	44	42	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PAR		ND	M	45	49	47	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	1	0	100%
PAR		ND	M	50	54	52	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PAR		ND	M	55	59	57	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	0	1	0%
PRE	0,5	0,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	4	0	4	0%
PRE	0,5	0,5	F	15	19	17	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	F	15	19	17	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE	0,5	0,5	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	F	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	F	40	44	42	FIC	ACO	NSA	P	FIC-ACO-NSA	MAT	2019	1	0	1	0%
PRE	0,5	0,5	F	40	44	42	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	1	0	100%
PRE	0,5	0,5	F	55	59	57	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PRE	0,5	0,5	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	4	0	4	0%
PRE	0,5	0,5	M	15	19	17	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	1	0	100%
PRE	0,5	0,5	M	20	24	22	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
PRE	0,5	0,5	M	20	24	22	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	1	0	100%
PRE	0,5	0,5	M	20	24	22	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PRE	0,5	0,5	M	20	24	22	TÉC	PES	SUB	P	TÉC-PES-SUB	VES	2019	1	0	1	0%
PRE	0,5	0,5	M	20	24	22	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	1	0	1	0%
PRE	0,5	0,5	M	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	1	0	100%
PRE	0,5	0,5	M	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2019	1	1	0	100%
PRE	0,5	0,5	M	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	M	35	39	37	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	1	0	100%
PRE	0,5	0,5	M	40	44	42	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PRE	0,5	0,5	M	45	49	47	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	M	45	49	47	TÉC	TI	SUB	P	TÉC-TI-SUB	VES	2019	1	0	1	0%
PRE	0,5	0,5	M	50	54	52	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	M	50	54	52	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	0	1	0%
PRE	0,5	0,5	M	60	64	62	FIC	CTUCAL	NSA	P	FIC-CTUCAL-NSA	VES	2019	1	0	1	0%
PRE	1	1	F	15	19	17	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PRE	1	1	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	4	0	4	0%
PRE	1	1	F	15	19	17	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	1	1	F	15	19	17	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	0	1	0%
PRE	1	1	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	1	0	100%
PRE	1	1	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2019	1	0	1	0%
PRE	1	1	F	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PRE	1	1	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	1	1	F	40	44	42	FIC	ACO	NSA	P	FIC-ACO-NSA	MAT	2019	1	1	0	100%
PRE	1	1	F	40	44	42	FIC	CTUCAL	NSA	P	FIC-CTUCAL-NSA	VES	2019	1	0	1	0%
PRE	1	1	F	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE	1	1	M	15	19	17	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE	1	1	M	20	24	22	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PRE	1	1	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE	1	1	M	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE	1	1	M	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PRE	1	1	M	30	34	32	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	1	0	100%
PRE	1	1	M	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE	1	1	M	40	44	42	TÉC	TI	SUB	P	TÉC-TI-SUB	VES	2019	1	0	1	0%
PRE	1,5	1,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	2	0	2	0%
PRE	1,5	1,5	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE	1,5	1,5	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	2	0	2	0%
PRE	1,5	1,5	F	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE	1,5	1,5	M	15	19	17	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	2	0	2	0%
PRE	1,5	1,5	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	1	0	1	0%
PRE	1,5	1,5	M	30	34	32	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PRE	1,5	1,5	M	35	39	37	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
PRE	2,5	2,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	2	0	2	0%
PRE	2,5	2,5	M	30	34	32	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	0	1	0%
PRE	3,5	3,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2019	1	1	0	100%
PRE	5	5	F	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE		ND	F	15	19	17	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE		ND	F	20	24	22	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PRE		ND	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
PRE		ND	F	25	29	27	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
PRE		ND	F	25	29	27	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PRE		ND	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	2	0	2	0%
PRE		ND	F	50	54	52	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
PRE		ND	F	55	59	57	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
PRE		ND	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	2	0	2	0%
PRE		ND	M	20	24	22	TÉC	TI	SUB	P	TÉC-TI-SUB	VES	2019	1	0	1	0%
ND	0,5	0,5	F	25	29	27	FIC	ACO	NSA	P	FIC-ACO-NSA	MAT	2019	1	0	1	0%
ND	0,5	0,5	F	55	59	57	FIC	ACO	NSA	P	FIC-ACO-NSA	MAT	2019	1	0	1	0%
ND	0,5	0,5	M	20	24	22	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	1	0	100%
ND	1	1	F	20	24	22	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	1	0	100%
ND	1	1	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
ND	1	1	F	30	34	32	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
ND	1	1	F	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
ND	1	1	M	15	19	17	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2019	1	0	1	0%
ND	1,5	1,5	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	0	1	0%
ND	2,5	2,5	M	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
ND		ND	F	15	19	17	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	1	0	100%
ND		ND	F	20	24	22	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	2	1	1	50%
ND		ND	F	20	24	22	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	3	3	0	100%
ND		ND	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	2	1	1	50%
ND		ND	F	25	29	27	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
ND		ND	F	25	29	27	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
ND		ND	F	25	29	27	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	0	1	0%
ND		ND	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	1	0	100%
ND		ND	F	30	34	32	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	2	0	2	0%
ND		ND	F	30	34	32	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	2	0	2	0%
ND		ND	F	30	34	32	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	2	1	1	50%
ND		ND	F	35	39	37	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
ND		ND	F	35	39	37	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	2	0	2	0%
ND		ND	F	35	39	37	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
ND		ND	F	40	44	42	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
ND		ND	F	40	44	42	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	2	2	0	100%
ND		ND	F	50	54	52	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
ND		ND	F	55	59	57	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
ND		ND	M	15	19	17	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	2	0	2	0%
ND		ND	M	20	24	22	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	4	0	4	0%
ND		ND	M	20	24	22	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	5	2	3	40%
ND		ND	M	20	24	22	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	2	2	0	100%
ND		ND	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	1	0	100%
ND		ND	M	20	24	22	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2019	1	1	0	100%
ND		ND	M	25	29	27	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	6	0	6	0%
ND		ND	M	25	29	27	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	5	0	5	0%
ND		ND	M	30	34	32	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
ND		ND	M	30	34	32	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	2	0	2	0%
ND		ND	M	30	34	32	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	1	0	1	0%
ND		ND	M	35	39	37	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	1	0	1	0%
ND		ND	M	35	39	37	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	5	0	5	0%
ND		ND	M	35	39	37	FIC	IC	NSA	P	FIC-IC-NSA	VES	2019	2	2	0	100%
ND		ND	M	35	39	37	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
ND		ND	M	40	44	42	FIC	POP	NSA	P	FIC-POP-NSA	NOT	2019	2	0	2	0%
ND		ND	M	40	44	42	FIC	DES	NSA	P	FIC-DES-NSA	VES	2019	1	0	1	0%
ND		ND	M	45	49	47	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2019	1	1	0	100%
PAR	0,5	0,5	F	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2019	1	1	0	100%
AMA	0,5	0,5	F	15	19	17	FIC	DES	NSA	P	FIC-DES-NSA	NOT	2020	1	0	1	0%
AMA	0,5	0,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2020	1	0	1	0%
AMA	0,5	0,5	F	20	24	22	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	2	0	2	0%
AMA	0,5	0,5	F	25	29	27	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA	0,5	0,5	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2020	1	1	0	100%
AMA	0,5	0,5	F	30	34	32	FIC	AL	NSA	D	FIC-AL-NSA	NSA	2020	1	0	1	0%
AMA	0,5	0,5	F	30	34	32	FIC	DES	NSA	P	FIC-DES-NSA	NOT	2020	1	0	1	0%
AMA	0,5	0,5	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2020	2	0	2	0%
AMA	0,5	0,5	M	30	34	32	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA	0,5	0,5	M	30	34	32	FIC	CTUCAL	NSA	D	FIC-CTUCAL-NSA	NSA	2020	1	0	1	0%
AMA	1	1	F	15	19	17	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA	1	1	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2020	1	0	1	0%
AMA	1	1	F	40	44	42	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2020	1	0	1	0%
AMA	1	1	M	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2020	1	0	1	0%
AMA	1,5	1,5	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2020	1	0	1	0%
AMA	1,5	1,5	F	50	54	52	FIC	DES	NSA	P	FIC-DES-NSA	NOT	2020	1	0	1	0%
AMA	1,5	1,5	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2020	1	0	1	0%
AMA	1,5	1,5	M	45	49	47	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2020	1	0	1	0%
AMA		ND	F	15	19	17	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA		ND	F	20	24	22	FIC	APC	NSA	D	FIC-APC-NSA	NSA	2020	1	0	1	0%
AMA		ND	F	20	24	22	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA		ND	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2020	1	0	1	0%
AMA		ND	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2020	1	0	1	0%
AMA		ND	F	30	34	32	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA		ND	F	35	39	37	FIC	OE	NSA	D	FIC-OE-NSA	NSA	2020	1	0	1	0%
AMA		ND	F	40	44	42	FIC	APC	NSA	D	FIC-APC-NSA	NSA	2020	1	0	1	0%
AMA		ND	F	40	44	42	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA		ND	F	55	59	57	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA		ND	M	15	19	17	FIC	AC	NSA	D	FIC-AC-NSA	NSA	2020	1	0	1	0%
AMA		ND	M	20	24	22	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
AMA		ND	M	25	29	27	FIC	AL	NSA	D	FIC-AL-NSA	NSA	2020	1	0	1	0%
AMA		ND	M	25	29	27	FIC	OE	NSA	D	FIC-OE-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	15	19	17	FIC	AC	NSA	D	FIC-AC-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	15	19	17	FIC	APS	NSA	D	FIC-APS-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	15	19	17	FIC	APC	NSA	D	FIC-APC-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	15	19	17	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	15	19	17	FIC	DES	NSA	P	FIC-DES-NSA	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2020	11	0	11	0%
BRA	0,5	0,5	F	20	24	22	FIC	ACS	NSA	P	FIC-ACS-NSA	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	20	24	22	FIC	CTUCAL	NSA	D	FIC-CTUCAL-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2020	3	1	2	33%
BRA	0,5	0,5	F	20	24	22	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	VES	2020	1	1	0	100%
BRA	0,5	0,5	F	25	29	27	FIC	ACS	NSA	P	FIC-ACS-NSA	NOT	2020	2	0	2	0%
BRA	0,5	0,5	F	25	29	27	FIC	APS	NSA	D	FIC-APS-NSA	NSA	2020	1	1	0	100%
BRA	0,5	0,5	F	25	29	27	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	2	0	2	0%
BRA	0,5	0,5	F	25	29	27	FIC	OE	NSA	D	FIC-OE-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2020	1	0	1	0%
BRA	0,5	0,5	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	30	34	32	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	4	0	4	0%
BRA	0,5	0,5	F	30	34	32	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	30	34	32	TÉC	TA	SUB	P	TÉC-TA-SUB	VES	2020	1	1	0	100%
BRA	0,5	0,5	F	35	39	37	FIC	ACS	NSA	P	FIC-ACS-NSA	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	35	39	37	FIC	AL	NSA	D	FIC-AL-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	35	39	37	FIC	AP	NSA	D	FIC-AP-NSA	NSA	2020	2	0	2	0%
BRA	0,5	0,5	F	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	40	44	42	FIC	ACS	NSA	P	FIC-ACS-NSA	NOT	2020	1	0	1	0%
BRA	0,5	0,5	F	45	49	47	FIC	ACO	NSA	D	FIC-ACO-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	45	49	47	FIC	CTUCAL	NSA	D	FIC-CTUCAL-NSA	NSA	2020	1	0	1	0%
BRA	0,5	0,5	F	50	54	52	FIC	AC	NSA	D	FIC-AC-NSA	NSA	2020	1	0	1	0%
